Article Number,Total Words (m),Frequency (f),f/m,Title,Description,Content
Article #32,103,7,0.06796116504854369,Air Canada cancels order for 11 Boeing 737 Max jets amid ongoing questions - Yahoo Canada Finance,"Air Canada cancels order for 11 Boeing 737 Max jets amid ongoing questions Yahoo Canada Finance Boeing 737 Max cancellations pile up in bleak start to the year CNBC Air Canada relaxes rebooking fees, cancels order for 11 Boeing 737 Max aircraft Financial Post…","MONTREAL Air Canada is cancelling an order for 11 Boeing 737 Max aircraft amid ongoing production delays to the grounded jet, which continues to face questions around its safety. Canada's largest airline said Wednesday it will decrease the number of Max fami… [+2760 chars]"
